Firm Name,Year End,EoF for SCR (£m),Excess of assets over liabilities (£m) [= equity],GWP (£m),"Gross BEL (inc. TPs as whole, pre-TMTP) (£m)",Gross claims incurred (£m),Gross combined ratio,Gross expense ratio,NWP (£m) ,"Net BEL (inc. TPs as a whole, pre-TMTP) (£m)",Net combined ratio,Net expense ratio,Pure gross claims ratio,Pure net claims ratio,SCR (£m),SCR coverage ratio,Total assets (£m),Total liabilities (£m)
Firm 117,2017,3.818605334881128,4.551567914666529,0.0002227327710874,,,,,0.0001128856810128,,,,,,0.0169579661741399,15.45110657046947,0.7434637810076499,0.0149417351197289
Firm 117,2018,57.71981344087199,26.95968513190352,,,,,,,,,,,,11.187532624448584,3.4771780706096984,103.104313056498,55.94869237498825
Firm 117,2019,,,,,,,,,,,,,,,,,
Firm 117,2020,,,,,,,,,,,,,,,,,
Firm 118,2016,12.409760713382092,10.974283933341196,4.076366820055923,323.836949324554,164.3051997263713,1.051195827776762,0.0903409506433951,1.6708428667154742,269.8079913959195,0.9262971120532308,0.5946657393804656,0.9448471454331294,0.1561083598375978,6.275660520696911,2.271242513277429,180.9320746354552,29.0909891618206
Firm 118,2017,12.433764105071177,1.172457562163188,2.233325862544051,685.3833702303799,593.5597715597984,1.382388961136465,0.6877265417211135,1.2923297383979828,341.4541885039133,0.0889838863936359,0.2628963397235763,1.180018626634742,0.2631233018984947,1.2755938526909267,2.3021596751382605,111.45620620510218,119.36838019193436
Firm 118,2018,1.3231899520228978,6.501187766909888,9.36767137523616,1019.3719932281602,17.42804483566301,0.5259856789951554,0.270261763130268,4.489600193795028,493.6876681376235,1.488796586696921,0.9242188788912472,0.8265530567610935,0.2791321348990542,8.101528742332087,0.7956789435484339,31.21338700432124,178.66204126272376
Firm 118,2019,10.759838816496892,8.194703693344502,0.563204997477875,545.6144147457202,582.628495544578,0.6451151184300657,0.0644780309186113,5.420043096743354,797.3754453075481,2.19569704893694,1.0688462324736572,1.233654785087232,0.0793086236769079,1.71503026600465,2.721139329584407,62.59895873439039,187.23726098175368
Firm 118,2020,12.06815769322326,0.1606797066415647,1.5426423154153377,357.3578481013628,469.6637815227041,1.2559534705350466,0.174724051495059,0.2227219487653763,576.5393368268008,0.0702735089680508,0.672875139792216,0.7492781505040161,0.2257719614569992,5.825751407131619,0.16818908103241,93.8215118828288,186.60096811939076
Firm 119,2016,,,,,,,,,,,,,,,,,
Firm 119,2017,,,,,,,,,,,,,,,,,
Firm 119,2018,,,,,,,,,,,,,,,,,
Firm 119,2019,,,,,,,,,,,,,,,,,
Firm 119,2020,,,,,,,,,,,,,,,,,
Firm 12,2016,2.4609070596874805,0.1884594100819875,,336.1229272740091,114.7498528790176,1.879971558847016,0.6324247905521404,,233.84509500660087,0.3015925890149337,0.3142750302882245,0.925942236806949,0.3495075912480735,1.1260371510800895,5.11562808740005,9.659121679201847,3.92884619705656
Firm 12,2017,2.186284124009043,1.1773422623795256,,102.20028306317506,39.98618472291796,1.251860743064063,0.1551622240554082,,115.592801276497,0.4817366744570189,0.5968749880060442,0.7563682946405542,0.6407878777909478,0.9472278356987944,3.2628749275837405,19.932729616286117,1.0286922147145692
Firm 12,2018,2.5753111063977085,6.465634921131908,,107.35177676557196,9.262802254206314,0.8518668710278665,0.2794229019522637,,43.02477099450592,0.2245016452852334,0.9364719081629924,0.6825849627549506,0.0134520996182032,1.216207085139456,5.7356005102034775,8.687649388804962,6.40417043641234
Firm 12,2019,1.398060641816442,5.549626506284539,,70.9003954416241,66.64366636465283,0.1624578724140926,0.0495363616379246,,38.81376948609587,0.4153218282450823,0.1006455762935303,1.484046779894704,0.6963093545334031,1.725934987768589,2.290197835817658,13.347021076720251,2.436151546836681
Firm 12,2020,5.21035008251464,3.077297417439005,,45.04312826344224,0.1952514323032693,0.917823147827952,0.0451091363807114,,82.09466764555602,0.5049326640744637,0.1505574846405831,1.666395174011169,1.407151493482865,1.0605868434299537,0.8329425496830719,9.680439460688016,4.572480258533199
Firm 121,2016,6.411596381741945,0.4496573682314701,3.035021235797361,573.8840438951752,145.7644921796695,0.5350182847981788,0.3382637383532248,6.634267616425839,66.04565479816611,1.6601269337975677,0.7231735523798405,0.6113709291294557,0.6263025237538423,4.4956892012907375,0.6339246196825515,5.04495319454406,0.3205344275407526
Firm 121,2017,2.73686243808096,4.974220441822139,17.812697491709272,782.5511173103532,195.96858687865077,0.6326800539283777,0.2194616022451294,11.40144573102154,517.9212368321117,0.0274866930151247,0.1707518159228239,1.1714501498120795,0.0727792107010219,0.0595945173019497,2.115164183765996,6.348714240193361,0.6390940976426618
Firm 121,2018,2.0683450787578286,2.071662667901562,5.678737087953812,618.0643091505472,122.2695615490409,0.1264719102759309,0.6918566546023092,13.030033976952897,472.8963316740631,1.4876301470922504,0.2417226595110876,1.1726634600640478,1.1798942490022573,2.350778881014606,1.611456351804896,8.166227441861711,1.040030015809978
Firm 121,2019,8.111789312990268,1.6751548585984282,4.108667008479775,,,,,5.879404776678432,,,,,,5.037720184127263,0.0682766026132144,11.734514509111865,0.422378123348151
Firm 121,2020,,,,,,,,,,,,,,,,,
Firm 122,2016,65.1206353289277,34.294372878244246,,0.423856050322465,5.425961132297544,,,,11.171237129246933,,,,,0.4386420443847766,0.7688820156082934,189.0181974108968,58.99829930772376
Firm 122,2017,5.704004708920461,13.322981764697746,,3.1703673380670554,-1.8781291568961944,,,,4.974732264329427,,,,,2.780187677715802,15.784139880422025,223.1088515192112,95.95224509885244
Firm 122,2018,24.166496888844623,33.19001249179665,,1.1808530444539902,-1.1621040906901914,,,,0.7830902934906924,,,,,2.637862641458091,8.650236235207348,245.93967533436827,115.11460610495702
Firm 122,2019,31.154589056658413,43.01064564407172,,3.2599311014009262,-0.6190663605807256,,,,2.35230926213922,,,,,6.3251621438027605,4.687908779900536,4.74132172377609,0.0460750029403451
Firm 122,2020,35.934472994254065,60.81010738236761,,2.256012435527744,-0.0396762795837913,,,,0.607596594514975,,,,,7.252449392118253,5.924760734114444,172.38501163671674,195.59476488085448
Firm 123,2016,49.90486190941124,40.01446682741744,,,,,,,,,,,,1.8566236014845852,0.7390593476921868,248.97281254079883,129.65587697467302
Firm 123,2017,58.64137325308255,51.88934169413934,4.7397615984128745,,,,,16.608707310846555,,,,,,76.81477779455022,0.1397649377282408,71.14679826355552,137.03392912144628
Firm 123,2018,45.91038065975006,87.1547474997857,50.6199422628555,,,,,5.083040228934958,,,,,,24.89744930450625,2.2668445317278736,109.00260811268562,47.03414086512733
Firm 123,2019,2.3628710187401816,5.901269800575229,6.910247182650056,,,,,2.076731653611578,,,,,,13.927169853240382,2.637896460265163,73.67171897544351,63.300536070309896
Firm 123,2020,55.41438967312671,78.37726377972933,22.851547185197475,,,,,2.510245308608666,,,,,,29.7593006305788,0.2229300207651687,148.29105683300534,46.44542158151
Firm 124,2016,172.9242226644995,3.2025851435334887,88.07079818182928,,,,,70.19850580970856,,,,,,127.99017993491384,0.0681195453234265,1548.38012147959,441.7520517495254
Firm 124,2017,43.10976961081099,166.41324796095194,189.623884728888,,,,,151.89487829854022,,,,,,88.99174495323135,0.2834701857169845,994.4681232747384,897.474896686481
Firm 124,2018,43.58334047001062,79.47776857149134,62.63234410244919,,,,,76.69927763341431,,,,,,84.27298053771372,2.321732707443594,958.1473152685226,1097.9188407022148
Firm 124,2019,83.79418637782032,87.81580530853101,52.20649268514287,,,,,90.2251844929926,,,,,,18.38474472521656,2.533839243713917,171.8329633399241,1503.4055031123148
Firm 124,2020,,,,,,,,,,,,,,,,,
Firm 125,2016,9.450618192251394,13.85641421374373,,,,,,,,,,,,3.593503948571586,3.5224804165766903,9.049022620566037,0.4371061357137671
Firm 125,2018,0.5925177566454688,24.720943349682084,2.597657922831756,,,,,4.374798120482564,,,,,,2.6772160592903016,3.841851455256109,39.32057593832242,17.57753643126629
Firm 125,2020,17.326449146225837,12.977696564567871,,,,,,,,,,,,4.444655188279435,4.869733758555037,15.23344020605246,6.845253255237436
Firm 126,2016,24.21973168706192,20.48228759599801,,,,,,,,,,,,5.524563854145439,0.646996575769589,24.406195732741665,4.622623074624821
Firm 126,2017,17.704688397482688,4.800055480062801,4.2612505472652265,,,,,1.16428147649919,,,,,,0.6955167893572957,2.4331822418832,30.264693008272356,11.607155129102468
Firm 126,2018,2.3869494925549497,10.694618378305575,4.311486266243948,,,,,1.8893185215160757,,,,,,0.6327588581316984,5.435499364278428,23.08251357300389,13.73317801858492
Firm 126,2019,19.313445854321472,21.13920929845624,1.727980689467566,,,,,2.746745661077463,,,,,,6.745113202300892,4.168115998274506,22.23991406891298,27.253300271152234
Firm 126,2020,14.22847537757021,21.892702389799787,2.2052625679114146,,,,,3.650920759376589,,,,,,4.791985318049514,5.262906182244282,51.435961744257874,20.08424504522716
Firm 127,2016,,0.2263802284769977,,,,,,,,,,,,1.1212134709033137e-07,,0.1907579288851063,0.079117570740972
Firm 128,2016,,,,,,,,,,,,,,,,,
Firm 128,2017,,,,,,,,,,,,,,,,,
Firm 128,2018,,,,,,,,,,,,,,,,,
Firm 128,2019,,,,69.48338526374953,,,,,133.52019940069084,,,,,,,,
Firm 128,2020,,,,,,,,,,,,,,,,,
Firm 129,2016,8.299993105466323,28.398973105563584,,-97.48213230080567,6.687630052256404,0.913319547500306,0.337604399049201,,-98.86380307044632,0.5835299641657787,0.2877701573003202,0.1878003592946697,0.0984790641099564,16.790179658587814,2.5415440475804445,273.52570895806895,93.06155811261644
Firm 129,2017,23.55118022851937,7.377663243351552,,-54.02509940561018,57.582707748913805,1.394555379418517,0.5621377693801203,,-39.66084533213308,1.2026805879443918,0.1373332000695627,0.8417003623464079,0.0359598779674288,13.487805967335923,0.8599688898098834,216.71247770058355,46.9040441592733
Firm 129,2018,56.23555046842522,40.79635898560306,,3.718845223006405,36.10299677652489,0.6870295538571325,0.24117468466083,,6.522747857973602,1.908729921566527,0.1080873588473714,0.701286086399995,2.0012839295562825,0.4837806237658049,3.51433250103952,235.1967556027709,88.71512346587865
Firm 129,2019,3.4088989027131262,30.46267537087362,,141.96150299746014,54.511410813213054,3.64635254579844,0.116812140417851,,100.03353657026744,3.980788599239652,0.1313746761424327,3.286860168538462,1.7928478244928905,8.39257168879908,4.402178162064242,27.449223524354668,8.154837400964153
Firm 129,2020,45.74023325254872,24.522598278623253,,29.893225754996543,-1.1441157768970325,0.0740701721598051,0.3611333824774031,,13.35726299486952,0.0339485346832044,0.3032441346865195,-0.0473765811261964,-0.0692272692634039,14.310702324435818,2.5416546255977464,203.04797839836115,289.3428500938943
Firm 13,2016,4.441506914005169,2.844302356433288,0.4104635782861529,,,,,4.207070523264865,,,,,,1.078746082164669,4.853540171498596,4.887846813535264,0.5160379842810664
Firm 13,2017,5.059076236571852,5.256396462847567,1.2909176453798232,,,,,4.131251294792955,,,,,,0.6929582522657587,3.3494856843804985,2.203351963346252,1.0019589989949709
Firm 13,2018,4.711040225440177,5.44409601892105,2.217357765897684,,,,,5.3786283339653655,,,,,,0.6440807163701958,2.4661630901581284,1.166198416239137,1.555978307926516
Firm 13,2019,0.3520127253257993,1.036633052430509,2.410456884650209,,,,,3.005689968452937,,,,,,0.6324763959692573,0.2646987443938188,2.006563903552616,0.6983022226901041
Firm 13,2020,2.917810042845301,2.2232876826209726,4.002651447210188,,,,,3.319729701265437,,,,,,1.2125216043985712,4.337470119230872,1.4689009735337015,0.6922284895780063
Firm 130,2016,10.74481012552129,5.043088830225761,14.401689627614497,30.109492734183743,215.5098015364778,1.1431595651500113,0.0084468959947995,21.57416848258588,6.463256256498598,1.6296388104137765,0.555747254109384,0.706574391632986,0.3484709287752012,9.605248180816602,0.7544730235512649,251.47237332069895,72.34768871574916
Firm 130,2017,2.269914286007122,1.395852192114616,22.826703748810328,12.15830085695798,19.04167200169635,0.7770594076862031,0.0390537564694327,4.286884409209863,24.24050557320894,1.5963256432478057,0.0569808647288652,0.2215319250343167,0.6119819378982235,8.288072840746821,1.4766432976694,209.22225774083992,279.20023810023054
Firm 130,2018,6.62748831287148,11.340561408872372,15.454695514117525,37.62481735662215,99.6331903672286,1.268528363028833,0.2444794331109039,5.089018560237916,29.404735390101603,1.3298804068208268,0.5220118766375333,0.2338689712016247,0.2739598656397843,4.973510614665093,2.12634131621992,179.78413958758264,279.19339046049225
Firm 130,2019,0.3949354463850661,9.824504963838256,7.90926175279461,36.938482934332775,282.52337803206217,1.3059663433546718,0.584991931966348,2.5423084077282883,30.94763151590241,0.7907476130163281,0.3794845200379696,0.7750886454553118,0.9698338967514586,1.3680418757852886,3.9155412385606234,3.504827827448938,62.509667276692895
Firm 130,2020,7.229287297779736,15.249479162316817,14.187782233883418,,,,,11.167448035502888,,,,,,7.018711573402422,2.782960002666632,19.641707373352453,314.471267732268
