Firm Name,Year End,EoF for SCR (£m),Excess of assets over liabilities (£m) [= equity],GWP (£m),NWP (£m) ,SCR (£m),SCR coverage ratio,Total assets (£m),Total liabilities (£m)
Firm 121,2019,8.111789312990268,1.6751548585984282,4.108667008479775,5.879404776678432,5.037720184127263,0.06827660261321446,11.734514509111863,0.42237812334815106
Firm 121,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 122,2016,65.1206353289277,34.294372878244246,0.0,0.0,0.43864204438477666,0.7688820156082934,189.01819741089676,58.998299307723755
Firm 122,2017,5.704004708920461,13.322981764697746,0.0,0.0,2.780187677715802,15.784139880422025,223.1088515192112,95.95224509885244
Firm 122,2018,24.166496888844623,33.19001249179665,0.0,0.0,2.637862641458091,8.650236235207348,245.93967533436827,115.11460610495702
Firm 122,2019,31.154589056658413,43.010645644071715,0.0,0.0,6.3251621438027605,4.6879087799005354,4.74132172377609,0.0460750029403451
Firm 122,2020,35.934472994254065,60.81010738236761,0.0,0.0,7.252449392118253,5.924760734114444,172.38501163671674,195.59476488085446
Firm 123,2016,49.90486190941124,40.01446682741744,0.0,0.0,1.8566236014845854,0.7390593476921868,248.97281254079883,129.65587697467302
Firm 123,2017,58.64137325308255,51.88934169413934,4.7397615984128745,16.608707310846555,76.81477779455022,0.1397649377282408,71.14679826355552,137.03392912144628
Firm 123,2018,45.91038065975006,87.1547474997857,50.6199422628555,5.083040228934958,24.897449304506246,2.2668445317278736,109.00260811268562,47.034140865127334
Firm 123,2019,2.3628710187401816,5.901269800575229,6.910247182650056,2.076731653611578,13.927169853240382,2.637896460265163,73.67171897544351,63.300536070309896
Firm 123,2020,55.414389673126706,78.37726377972933,22.851547185197475,2.510245308608666,29.759300630578796,0.22293002076516877,148.29105683300534,46.44542158151
Firm 124,2016,172.9242226644995,3.2025851435334887,88.07079818182928,70.19850580970856,127.99017993491384,0.06811954532342653,1548.38012147959,441.7520517495254
Firm 124,2017,43.10976961081099,166.41324796095194,189.62388472888802,151.89487829854022,88.99174495323135,0.2834701857169845,994.4681232747383,897.474896686481
Firm 124,2018,43.58334047001062,79.47776857149134,62.63234410244919,76.69927763341431,84.27298053771372,2.321732707443594,958.1473152685226,1097.9188407022148
Firm 124,2019,83.79418637782032,87.81580530853101,52.20649268514287,90.22518449299261,18.384744725216557,2.5338392437139166,171.8329633399241,1503.4055031123148
Firm 124,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 125,2016,9.450618192251394,13.85641421374373,0.0,0.0,3.593503948571586,3.5224804165766903,9.049022620566037,0.43710613571376716
Firm 125,2017,23.17128237222046,15.035947875522963,0.0,0.0,0.16297523854574825,62.585986628544404,14.064575569409175,1.7599067680281046
Firm 125,2018,0.5925177566454688,24.720943349682084,2.597657922831756,4.374798120482564,2.6772160592903016,3.8418514552561085,39.32057593832242,17.57753643126629
Firm 125,2019,4.976520024706315,20.240960549881837,0.0,0.0,1.6399518982107562,17.825426978125133,10.51394585796487,1.9560872340343505
Firm 125,2020,17.326449146225837,12.977696564567873,0.0,0.0,4.444655188279435,4.869733758555037,15.233440206052459,6.845253255237436
Firm 126,2016,24.21973168706192,20.48228759599801,0.0,0.0,5.5245638541454385,0.646996575769589,24.406195732741665,4.622623074624821
Firm 126,2017,17.704688397482688,4.800055480062801,4.2612505472652265,1.16428147649919,0.6955167893572957,2.4331822418831996,30.264693008272353,11.607155129102468
Firm 126,2018,2.3869494925549497,10.694618378305575,4.311486266243948,1.8893185215160755,0.6327588581316984,5.435499364278428,23.08251357300389,13.73317801858492
Firm 126,2019,19.313445854321472,21.13920929845624,1.727980689467566,2.746745661077463,6.745113202300892,4.168115998274506,22.23991406891298,27.253300271152234
Firm 126,2020,14.22847537757021,21.892702389799787,2.2052625679114146,3.650920759376589,4.791985318049514,5.262906182244282,51.435961744257874,20.08424504522716
Firm 127,2016,0.0,0.22638022847699774,0.0,0.0,1.1212134709033137e-07,0.0,0.19075792888510631,0.07911757074097207
Firm 127,2017,0.34046813494809486,0.08441973537035782,0.0,0.0,1.5507915483113673e-06,225855.08200256294,0.0042967025829322185,0.059137825123945525
Firm 127,2018,0.015644463467213796,0.0967631047859339,0.0,0.0,4.1459823158165436e-07,168645.75193701516,0.24442283952028962,0.3012207429442804
Firm 127,2019,0.1881030198537238,0.22522179716199717,0.0,0.0,1.0706066352237476e-07,84538.37127999381,0.6349748912382795,0.258449085479261
Firm 127,2020,0.01466012592040891,0.2694485353309514,0.0,0.0,1.8800921171756338e-07,89529.27796319264,0.35713240316307715,0.18459500940973142
Firm 128,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 128,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 128,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 128,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 128,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 129,2016,8.299993105466323,28.398973105563584,0.0,0.0,16.790179658587814,2.5415440475804445,273.52570895806895,93.06155811261645
Firm 129,2017,23.551180228519375,7.377663243351552,0.0,0.0,13.487805967335923,0.8599688898098834,216.71247770058355,46.9040441592733
Firm 129,2018,56.235550468425224,40.79635898560306,0.0,0.0,0.4837806237658049,3.51433250103952,235.1967556027709,88.71512346587865
Firm 129,2019,3.4088989027131262,30.46267537087362,0.0,0.0,8.39257168879908,4.402178162064242,27.449223524354668,8.154837400964153
Firm 129,2020,45.74023325254872,24.522598278623253,0.0,0.0,14.310702324435818,2.5416546255977464,203.04797839836115,289.3428500938943
Firm 13,2016,4.441506914005169,2.8443023564332877,0.41046357828615293,4.207070523264865,1.078746082164669,4.853540171498596,4.887846813535264,0.5160379842810664
Firm 13,2017,5.059076236571852,5.256396462847567,1.2909176453798232,4.131251294792955,0.6929582522657587,3.3494856843804985,2.203351963346252,1.0019589989949707
Firm 13,2018,4.711040225440177,5.44409601892105,2.2173577658976837,5.3786283339653655,0.6440807163701958,2.4661630901581284,1.166198416239137,1.555978307926516
Firm 13,2019,0.3520127253257993,1.036633052430509,2.4104568846502086,3.005689968452937,0.6324763959692573,0.2646987443938188,2.006563903552616,0.6983022226901041
Firm 13,2020,2.917810042845301,2.2232876826209726,4.002651447210188,3.3197297012654374,1.2125216043985712,4.337470119230872,1.4689009735337015,0.6922284895780063
Firm 130,2016,10.74481012552129,5.043088830225761,14.401689627614497,21.57416848258588,9.605248180816602,0.7544730235512649,251.47237332069898,72.34768871574916
Firm 130,2017,2.269914286007122,1.3958521921146159,22.826703748810328,4.286884409209863,8.288072840746821,1.4766432976694,209.22225774083992,279.20023810023054
Firm 130,2018,6.62748831287148,11.340561408872373,15.454695514117523,5.089018560237916,4.973510614665093,2.1263413162199196,179.78413958758264,279.19339046049225
Firm 130,2019,0.39493544638506617,9.824504963838256,7.90926175279461,2.5423084077282883,1.3680418757852886,3.9155412385606225,3.504827827448938,62.509667276692895
Firm 130,2020,7.229287297779736,15.249479162316815,14.187782233883418,11.167448035502888,7.018711573402422,2.782960002666632,19.641707373352453,314.47126773226796
Firm 131,2016,30.823443796332608,2236.972319211011,360.3281915386099,300.29642893816134,1407.6538220466334,2.535825130526208,4727.712577507522,39868.68783946108
Firm 131,2017,1.354519441134283,9.573130942270359,1409.5949958614879,11269.334301107005,1.6801666078245145e-08,926983361.3623732,8.144140299939172,0.0
Firm 131,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 131,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 131,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 132,2016,1045.2812527971334,387.3205512078177,418.65252384516054,1141.697542449372,258.3526969725092,2.625662601856383,4682.2538501011795,398.7294487650701
Firm 132,2017,1088.3632034521277,1173.4595314055623,1356.26623220862,123.21218616718508,657.3494426433698,1.8658464184552384,663.4675405944896,922.7513563546604
Firm 132,2018,1763.7974823052248,965.3367303709167,1935.5183672069218,465.9080346023169,1378.6786350115806,2.501704849985324,2811.1491174054627,126.5869726691185
Firm 132,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 132,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 133,2016,82.66392955543856,20.515261634228338,0.0,0.0,32.165465203035104,3.762044497498692,354.43838505819383,728.3565312505217
Firm 133,2017,94.0940890373335,96.17344747501264,19.336483476432445,1.0535415984520997,46.59169935698247,2.9835321358281033,863.0645651637839,1232.7615701225404
Firm 133,2018,23.65149407182758,53.210741996226304,12.499152622035327,0.19302663617305016,20.097077521525197,1.988162182378389,20.048682527912966,6.215772259170036
Firm 133,2019,0.8048054741554431,39.871367182049354,1.6092488368324687,1.942440860760808,2.0471780555014547,2.101672190281713,40.76201823066655,33.97035241926678
Firm 133,2020,8.526584320280389,21.40693306621915,0.9968171682023375,0.8121221320387886,1.7337584452072956,6.202379632750916,7.845579229668205,1.445724032938129
Firm 134,2016,241.35292565550694,2960.701699977169,443.7249523314904,114.17297598160543,1989.7655691657844,1.3109693269481337,14487.598240845475,3193.8881072142863
Firm 134,2017,2449.7188014477542,538.1288988177389,465.96488997185224,379.5579984740366,2552.1649642872144,0.19195906077554262,12403.47231208366,25867.071766439592
Firm 134,2018,862.8036065744249,2805.5040638876553,13.24746679571475,295.7421816337753,1801.3561661570632,1.3526952423383756,15437.238364847146,8070.207745538061
Firm 134,2019,3452.211609669638,1939.9787260443536,22.389018342739146,28.74714359504277,720.5526830301199,1.4961509546626297,8284.203930859416,17118.130993264203
Firm 134,2020,1167.3750514538683,1626.0380400401782,119.65166186265898,188.62990258358806,126.81078309438874,0.5702998003924055,6672.283503136618,14987.686976098541
Firm 135,2016,1.4640082168111126,24.48533188738547,0.0,0.0,18.085540965176452,1.0358325759931923,43.367328866035926,55.27963187053622
Firm 135,2017,3.638499161336187,2.7307719208073054,0.0,0.0,5.899800262586297,1.9575662368783127,65.52352252866139,60.95853772788057
Firm 135,2018,6.6489782692822645,19.12938058278696,0.0,0.0,10.869318714070596,0.8011775932078331,44.60352113141466,74.22475305475439
Firm 135,2019,6.403642481170103,16.540123693887402,0.0,0.0,0.8999086357931101,1.453910553962656,47.159357710587315,72.40544932481498
Firm 135,2020,10.873106727975829,27.53400604113748,0.0,0.0,5.844774681835954,4.528595622606142,64.59911445809387,3.6950593485728898
Firm 136,2016,19.135220603066394,0.10411645501826049,286.8507842476983,113.08055533398493,4.305536119143787,3.933949455393608,89.76353411960979,447.35825733041804
Firm 136,2017,0.40576809627000604,2.2841617691975737,170.643328764305,217.13299920546066,6.526424518271258,1.3282950576832437,4357.829475532574,6035.525020931591
Firm 136,2018,4.810545447459613,7.885561637003325,171.74052037411792,302.76059276671504,1.9441991745017075,3.093294026253005,2306.7795787351697,5775.5915418285285
Firm 136,2019,4.823904639174972,12.463765870242556,76.39520837998094,101.87862093688048,0.5164904034586476,3.7007912286467493,2667.7508473988837,788.1891918035438
Firm 136,2020,13.421807609730257,8.177115749247141,108.799733320377,330.24618870583595,5.841533498985674,3.848758282039355,200.90576110395273,812.4935113602912
Firm 137,2016,77.80696800554,88.70898717763289,0.027673024813641443,0.007673706495309603,88.84416486213475,2.070330907025169,341.47261411210496,292.6147813868369
