Firm Name,Year End,"Gross BEL (inc. TPs as whole, pre-TMTP) (£m)",Gross claims incurred (£m),Gross combined ratio,Gross expense ratio,"Net BEL (inc. TPs as a whole, pre-TMTP) (£m)",Net combined ratio,Net expense ratio,Pure gross claims ratio,Pure net claims ratio
Firm 103,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 103,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 103,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 104,2016,115.38475049186407,278.1565656930702,0.2734473158770962,0.3776626781236498,1108.9518989970575,0.6766760140483602,0.05157646062601565,0.27483366028779826,0.14148531230197747
Firm 104,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 104,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 104,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 104,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 105,2016,10175.524600168284,3241.2494936213716,1.4440528171231493,0.08136987900158672,3510.928235519643,1.3648338426013704,0.0793898423472996,1.0222605276538408,0.10869954596915318
Firm 105,2017,4285.233490995507,4801.320296728128,0.34013072423928253,0.5457268783065663,307.3361466993232,1.4379990920456536,0.30521704668044825,1.0116587472330154,1.2204648129682105
Firm 105,2018,7875.239861173288,2293.386063864346,1.647886733824739,0.2284827010556694,3273.631093505554,1.3427606978174764,0.03183884269392456,0.782768448184217,0.7356215102046785
Firm 105,2019,6651.753865049086,3223.7605827122625,0.4439589207191794,0.5492075420889635,5624.762725387689,1.7858831782908073,0.5122171656000136,0.9610088005625994,0.6166486979778932
Firm 105,2020,8618.241189024788,530.529649811922,0.9831981918704007,0.3118185814754378,5003.8105514039735,1.8407202952511483,0.8655917986436821,0.7212685953884882,1.0096356308118324
Firm 106,2016,9.909707512571863,0.5802232149273302,0.0,0.0,0.8681491333482966,0.0,0.0,0.0,0.0
Firm 106,2017,12.243563535082037,0.04430659389377013,0.0,0.0,1.1430738531942575,0.0,0.0,0.0,0.0
Firm 106,2018,12.16381153860491,0.010429320722353306,0.0,0.0,0.48693367707845897,0.0,0.0,0.0,0.0
Firm 106,2019,12.290618174171984,0.005859117884836559,0.0,0.0,1.0324770346960546,0.0,0.0,0.0,0.0
Firm 106,2020,7.185743082920754,1.5797037213753768,0.0,0.0,0.1947478533782262,0.0,0.0,0.0,0.0
Firm 107,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 107,2017,35.78106751365545,32.01239970700482,1.061732772468804,0.348463482155101,61.118826819256014,1.058372786305177,0.3604025386017988,0.9520819551443278,0.6231841432872217
Firm 107,2018,71.69802604505563,106.11557509417207,1.1429754002644732,0.16827503819391723,143.6820726513672,0.44224000845708156,0.14977791671259388,0.9281533822906024,1.4793646147981918
Firm 107,2019,60.49058048667528,46.330295008899974,1.2933129953212816,0.022790573519038654,179.80993606948311,1.3324267006769102,0.24375172977006515,0.8486892356778264,1.0912883780531564
Firm 107,2020,102.99296481600749,99.8648334029017,0.07262247308468402,0.02388030514768772,174.80090417310797,0.473778604114032,0.35927171189459217,0.36221192442143657,0.6225883000302617
Firm 108,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 108,2017,3.3438588119828707,56.53180786973043,0.5723053456425479,0.313265117375779,3.397966207156704,0.6461880661693538,0.018355957666881025,0.4715954386395733,1.0550530500927637
Firm 108,2018,0.878183676443165,58.44019881801609,0.9277533180160762,0.38980343162499126,4.932729305724582,0.24264211718835774,0.23671851734693708,1.2225032314158912,0.686906225370463
Firm 108,2019,2.3863034029834824,41.94202823326588,0.33882601895660963,0.05013165424895334,3.3149043487510474,1.566351336286063,0.04390713072072356,0.3933908040399991,0.9932664713476875
Firm 108,2020,2.1994389793326814,31.034105194563335,0.9824799886164751,0.20495060780049612,4.413388434615474,0.01590323349418782,0.2640187773326842,0.26948190776325626,0.5744000323054909
Firm 109,2016,6.782995684435256,14.049097064095408,0.2862250202250932,0.06084998173906918,31.598956010166624,0.5244806629955004,0.49802504426551814,0.6612859178565459,0.6299388839400356
Firm 109,2017,6.9436660172401,2.404187892670277,0.17416041397690205,0.4374882162843437,15.075147237087457,0.6833807467666576,0.6125348222517348,0.19392894192898594,0.008397055505904239
Firm 109,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 109,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 109,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 11,2016,0.924388072298847,37.834344080554196,0.02245181327847288,0.48124204895645667,282.91134679257084,0.31369748840900835,0.4533935147344358,0.5433051927718444,0.580423214419912
Firm 11,2017,0.10082143783567951,8.314971665565619,2.0893637172081108,0.33421402621755975,114.54962694129,1.6947615569547398,0.5400815198662973,0.3115603353364465,1.3410741508451585
Firm 11,2018,76.6204127016476,14.13254497015688,1.3093098477971197,0.4878837031557172,111.23863280015425,1.4304295427041285,0.08065813225162811,0.5794778507523132,0.618147810286602
Firm 11,2019,76.92384967060693,62.05414137825499,0.2067025303633,0.0747801550874001,160.15745416912745,0.12391426526318969,0.5294217250322621,0.3169502250527784,0.8463970833737314
Firm 11,2020,60.95029321686767,116.19068578302279,0.9917390852835503,0.6060212843644446,188.95417109786652,0.9083560704434883,0.6660890796553302,0.5999478846943714,0.009316155002695191
Firm 110,2016,164.17415980622238,36.85594676463474,0.9313117052663199,0.5719024090701476,366.47979337166487,0.38157867919659005,0.047569818462634236,0.514403575815673,0.5690349360007594
Firm 110,2017,798.4980620830278,979.8021179010798,1.7217459997901445,0.2961327437745399,454.8178573309692,0.6447243814582773,0.5921851582226679,1.3395940171975327,0.5586189010288402
Firm 110,2018,115.4658095476399,288.2675117395665,0.05948960714863978,0.15146878020369917,422.7646666073318,0.8120593361375165,0.3674388055129189,0.9041653532351307,0.009668622912740621
Firm 110,2019,1059.9694451075295,58.01338975510476,0.11231238169487603,0.21334978761249826,92.07393554848267,0.6971253572821318,0.659327707715714,0.709530889101214,1.291532500939727
Firm 110,2020,1713.1558625506402,0.5282024770745817,0.07294373907786283,0.2438029091533638,332.52950385762074,1.931319672824997,0.025619074090460825,0.9523725439897603,1.1057129234690377
Firm 111,2016,63.88341326081056,0.18896978278465276,0.0,0.0,1.8923129967527672,0.0,0.0,0.0,0.0
Firm 111,2017,30.227306416441643,-2.2530893202478155,0.0,0.0,5.8238043882195125,0.0,0.0,0.0,0.0
Firm 111,2018,18.378043950171097,-3.6378261971520307,0.0,0.0,2.233474551849068,0.0,0.0,0.0,0.0
Firm 111,2019,26.593464896184646,-0.3912325893237938,0.0,0.0,3.7008820747716777,0.0,0.0,0.0,0.0
Firm 111,2020,51.7793810806001,0.7423766464313938,0.0,0.0,6.412656765711652,0.0,0.0,0.0,0.0
Firm 112,2016,10234.892253027208,5493.752265572693,1.3324982483112373,0.2083960559940274,3552.062585440379,1.5318015958611924,6.298915011164108,0.6328338412120266,-0.8472399292376814
Firm 112,2017,5745.895650079503,3056.3955271033124,1.3325667854960608,0.5186582403477872,2185.43827194133,1.6842595326113463,0.20901238767429656,0.9000141466688208,0.7084632283505732
Firm 112,2018,1112.3576218008066,2976.6400841529075,1.3545120495376537,0.009163978500785782,1924.2004205090611,1.1788520516955059,0.5561248018861598,0.32748890864080277,0.43834015845622154
Firm 112,2019,6033.1712139810825,911.6815786017193,1.4565537704539768,0.21674606333662336,456.10165097918417,1.2709051422554747,0.40384104690692557,0.40573374223852676,0.17196240289558715
Firm 112,2020,714.6684204093526,2296.6592149714415,1.1039937964426147,0.3586503699854609,677.6024938333237,0.1675582180158962,0.697426941788184,0.10323418912266488,0.12655303630581433
Firm 113,2016,-56.17979919044574,2.3379470536885214,1.0236434154448646,0.7202241701885239,-57.365187304243456,0.7456078957291018,0.5153334795811403,0.09543906980700974,0.0622743893383017
Firm 113,2017,-56.661317508925876,0.0,0.21104402091716087,0.4496695191546109,-182.38185144701356,0.4713641538575209,0.4095538379691047,0.0,0.0
Firm 113,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 113,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 113,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 114,2016,2.552575513618611,24.286193142377744,1.0278205835385636,0.7185942192235598,3.9652407702969508,1.014766899934066,0.7866839488527831,0.6776101369182033,0.22428828573171597
Firm 114,2017,19.205910106362996,3.0388000182122856,0.7043669923536846,0.04734319297944359,13.383504285369007,0.08259831966829682,0.10128461320043682,1.021475119425945,1.0338498782461352
Firm 114,2018,17.143651759490304,28.678435292707608,1.1025158523772594,0.6886467785319209,10.920721076209276,0.7357770224086245,0.7882899200556989,1.1177219213813405,0.34370448440749285
Firm 114,2019,10.455153158026283,19.184680580318048,1.5524628858590372,0.6889412575839959,3.5851797681014763,0.1966928770669944,0.8838939160557262,0.4782119224784659,1.124843227031181
Firm 114,2020,4.661790932845597,0.2432844068347166,1.736381733709823,0.4874105428893577,7.454796158232564,0.49681515911812885,0.8306757423773589,0.6580469903491544,0.4532071580374303
Firm 115,2016,68.08997262180321,22.96885312199396,0.6729388324843917,0.31182381056673547,93.5261451991429,1.2787579819090944,0.7446566150807797,0.6708893329824468,0.09601211349304531
Firm 115,2017,224.60623270853046,27.54869459056699,1.6709473498156113,0.005217326533945399,222.6364441915677,0.8484536597646021,0.7201821301059433,0.04830240549704896,0.924743724563567
Firm 115,2018,93.45440752745552,179.71237333699088,1.6695666370094226,0.2767041052285075,43.893746402484965,1.4119927105345846,0.7004345719316806,0.6318926972009226,0.006328825275091506
Firm 115,2019,104.31200615167398,156.04396903077327,1.7873899510716225,0.4521875312714502,212.52404789503697,0.9831679776705504,1.2397647476022873,0.9910203952573903,0.19567964298341586
Firm 115,2020,405.4513173768225,49.61727716916566,1.803980117170073,0.05529251235850127,19.47307032094748,0.04094244580484528,0.5116034527795075,0.1987260668447461,0.4583774350829415
Firm 116,2016,130.74577001218245,134.6728917143169,1.7053737530338422,0.34738825621133074,162.00464506303163,1.4323578189708877,0.6926774064316013,0.3598521046858015,1.0175289346149807
Firm 116,2017,299.27759634939224,417.26309266735535,1.746454844056432,0.7568591231055254,159.95077478445856,2.3513780255281285,0.12513996924611823,0.29794550411294973,0.48496794630957163
Firm 116,2018,523.4251405634886,384.24453960023965,0.4970964638472702,0.4967162776037301,370.0520558481265,0.16504615700124864,0.22131903775414632,0.8686026687787091,1.4626704801087593
Firm 116,2019,790.415465139762,134.66078557994769,1.8557468739447647,0.03621207781236744,690.1634321834879,0.06809666249812552,0.7869220209385582,0.3151895357870334,1.0592371243991738
Firm 116,2020,1418.9097542277088,602.4970064981098,1.7783059436253135,0.592643902008399,327.2945621947695,1.6572857331839292,0.009220335490818686,0.49333939625022893,0.45795663259265373
Firm 117,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 117,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 117,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 117,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 117,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 118,2016,323.836949324554,164.3051997263713,1.0511958277767621,0.09034095064339519,269.8079913959195,0.9262971120532307,0.5946657393804656,0.9448471454331294,0.15610835983759783
Firm 118,2017,685.3833702303799,593.5597715597984,1.382388961136465,0.6877265417211135,341.4541885039133,0.08898388639363598,0.26289633972357634,1.1800186266347419,0.2631233018984947
Firm 118,2018,1019.3719932281602,17.42804483566301,0.5259856789951554,0.270261763130268,493.6876681376235,1.488796586696921,0.9242188788912472,0.8265530567610935,0.2791321348990542
Firm 118,2019,545.6144147457202,582.628495544578,0.6451151184300657,0.06447803091861139,797.3754453075481,2.19569704893694,1.0688462324736572,1.2336547850872321,0.07930862367690797
Firm 118,2020,357.3578481013628,469.6637815227041,1.2559534705350466,0.174724051495059,576.5393368268008,0.07027350896805086,0.672875139792216,0.7492781505040161,0.22577196145699926
Firm 119,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 119,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 119,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 119,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 119,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 12,2016,336.1229272740091,114.74985287901761,1.8799715588470158,0.6324247905521404,233.84509500660087,0.30159258901493374,0.3142750302882245,0.925942236806949,0.3495075912480735
Firm 12,2017,102.20028306317506,39.98618472291796,1.251860743064063,0.15516222405540822,115.59280127649701,0.4817366744570189,0.5968749880060442,0.7563682946405542,0.6407878777909478
Firm 12,2018,107.35177676557197,9.262802254206314,0.8518668710278665,0.2794229019522637,43.02477099450592,0.22450164528523345,0.9364719081629924,0.6825849627549506,0.013452099618203282
Firm 12,2019,70.9003954416241,66.64366636465283,0.16245787241409265,0.04953636163792464,38.81376948609587,0.41532182824508235,0.10064557629353038,1.484046779894704,0.6963093545334031
Firm 12,2020,45.043128263442235,0.19525143230326936,0.917823147827952,0.04510913638071148,82.09466764555602,0.5049326640744637,0.15055748464058316,1.6663951740111693,1.407151493482865
Firm 120,2016,0.045841853703899246,0.20787719164114798,0.0,0.0,0.04949243391796658,0.0,0.0,0.0,0.0
Firm 120,2017,0.0,0.034184267622053836,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 120,2018,0.0,-0.16971604610989732,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 120,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 120,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 121,2016,573.8840438951752,145.7644921796695,0.5350182847981788,0.3382637383532248,66.04565479816611,1.6601269337975675,0.7231735523798405,0.6113709291294557,0.6263025237538423
Firm 121,2017,782.5511173103532,195.96858687865074,0.6326800539283777,0.21946160224512942,517.9212368321117,0.02748669301512474,0.17075181592282399,1.1714501498120797,0.07277921070102197
Firm 121,2018,618.0643091505472,122.2695615490409,0.1264719102759309,0.6918566546023092,472.89633167406305,1.4876301470922504,0.24172265951108762,1.1726634600640478,1.1798942490022573
Firm 121,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 121,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 122,2016,0.423856050322465,5.425961132297544,0.0,0.0,11.171237129246933,0.0,0.0,0.0,0.0
Firm 122,2017,3.1703673380670554,-1.8781291568961944,0.0,0.0,4.974732264329427,0.0,0.0,0.0,0.0
Firm 122,2018,1.1808530444539902,-1.1621040906901914,0.0,0.0,0.7830902934906924,0.0,0.0,0.0,0.0
Firm 122,2019,3.2599311014009262,-0.6190663605807256,0.0,0.0,2.3523092621392196,0.0,0.0,0.0,0.0
Firm 122,2020,2.2560124355277438,-0.03967627958379138,0.0,0.0,0.607596594514975,0.0,0.0,0.0,0.0
Firm 123,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 123,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 123,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 123,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 123,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 124,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 124,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 124,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 124,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 124,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 125,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 125,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 125,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 125,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 125,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 126,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 126,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 126,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 126,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 126,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 127,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 127,2017,7535.142994407639,14.182273953134757,0.0,0.0,80.89390916829505,0.0,0.0,0.0,0.0
Firm 127,2018,4495.721985556171,133.4023750738518,0.0,0.0,88.60198467742433,0.0,0.0,0.0,0.0
Firm 127,2019,3049.501905220502,20.829588250192135,0.0,0.0,12.611215487206849,0.0,0.0,0.0,0.0
Firm 127,2020,2148.3258823520464,304.50319291150424,0.0,0.0,97.41994488874128,0.0,0.0,0.0,0.0
Firm 128,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 128,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 128,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 128,2019,69.48338526374953,0.0,0.0,0.0,133.52019940069084,0.0,0.0,0.0,0.0
Firm 128,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 129,2016,-97.48213230080567,6.687630052256404,0.9133195475003059,0.33760439904920103,-98.86380307044632,0.5835299641657787,0.28777015730032024,0.1878003592946697,0.09847906410995647
Firm 129,2017,-54.02509940561018,57.582707748913805,1.394555379418517,0.5621377693801203,-39.66084533213308,1.2026805879443918,0.1373332000695627,0.8417003623464079,0.03595987796742886
Firm 129,2018,3.718845223006405,36.10299677652489,0.6870295538571325,0.24117468466083003,6.522747857973602,1.908729921566527,0.10808735884737143,0.701286086399995,2.0012839295562825
Firm 129,2019,141.96150299746014,54.511410813213054,3.64635254579844,0.11681214041785103,100.03353657026743,3.9807885992396517,0.13137467614243276,3.286860168538462,1.7928478244928903
Firm 129,2020,29.893225754996543,-1.1441157768970325,0.07407017215980516,0.3611333824774031,13.35726299486952,0.033948534683204405,0.3032441346865195,-0.047376581126196485,-0.0692272692634039
Firm 13,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 13,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 13,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 13,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 13,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 130,2016,30.109492734183746,215.5098015364778,1.1431595651500113,0.00844689599479954,6.463256256498598,1.6296388104137765,0.555747254109384,0.706574391632986,0.3484709287752012
Firm 130,2017,12.15830085695798,19.04167200169635,0.7770594076862031,0.03905375646943273,24.24050557320894,1.5963256432478055,0.056980864728865266,0.22153192503431676,0.6119819378982235
Firm 130,2018,37.624817356622145,99.63319036722861,1.268528363028833,0.24447943311090395,29.404735390101603,1.3298804068208268,0.5220118766375333,0.23386897120162478,0.27395986563978436
Firm 130,2019,36.938482934332775,282.52337803206217,1.3059663433546718,0.584991931966348,30.94763151590241,0.7907476130163281,0.3794845200379696,0.7750886454553118,0.9698338967514586
Firm 130,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 131,2016,427.6863466790309,321.14206887613227,0.015447133253884629,0.3776613406576646,468.2803529502045,0.06694859544856097,0.6523435823063876,0.8382152428461483,1.051671257834312
Firm 131,2017,157.1495983970974,393.36383211870765,1.0664730532286544,0.34335386923341615,412.6029972959059,0.370805190951964,0.16975900508897515,1.0877768979486577,0.46199155754461757
Firm 131,2018,644.1221233807615,391.70217022224847,0.49800037575125894,0.3406469904684847,708.6502794036184,0.04633722937715467,0.546713237692409,0.5586323111882074,0.3115959432303517
Firm 131,2019,1003.0480876908184,186.94262514794872,0.7980309503618858,0.6620651661425307,358.8442545616022,0.7049557752252441,0.5877612487542729,0.15355214017233182,0.7166221012762279
Firm 131,2020,891.4569971136144,268.0279412273292,0.0823496383781882,0.5015229573521979,849.5801002393501,1.0035909827282499,0.09377593248134193,0.8880503613221081,0.9346458437437762
Firm 132,2016,18.693660436710037,76.09002168595097,0.8206375021442971,0.5403060306508106,124.54887548293296,1.388058722588642,0.614122425637412,0.6208284866451498,0.3093640951062969
Firm 132,2017,183.12689728339265,93.7412992651583,0.1420815811002851,0.03938907553406068,295.258306100692,0.9359535654878454,0.24206506168192923,1.0026367958168227,0.2239311206752161
Firm 132,2018,491.38705290315806,50.34992277679963,0.43512832066051965,0.5834241779079443,451.01008018642193,1.1418802250691809,0.32825346123897514,0.8708755922278958,0.7236892336434361
Firm 132,2019,209.13737691679668,24.2281438541363,0.16448822708925667,0.10662847665446015,2.565413977442845,0.8549731490122332,0.3599105995597803,0.6115533107003961,0.6827193835416697
Firm 132,2020,224.62254777814564,184.64665509790484,0.6463356362313842,0.4816094076977401,229.05428989545098,1.344970831893806,0.049679553750549,0.6654796456797405,0.26120660664026285
Firm 133,2016,20.113467666655975,6.005675391103576,0.9642402417150291,0.6045464025160596,6.948924826932178,0.4962554732489176,0.9510144242121348,0.14241514315829537,0.1525014654444565
Firm 133,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 133,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 133,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 133,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 134,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 134,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 134,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 134,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 134,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firm 135,2016,201.30634651270978,58.38156542257272,1.2731497497556645,0.6178221951416842,424.06215115976204,1.254649590178085,0.0887640974216926,0.49429593958942925,0.5668717741723978
Firm 135,2017,740.3969123996322,40.75918449588626,0.6472111196060463,0.1661941798400345,168.33624435582067,0.8403491297079376,0.6384903597912416,0.11315561802408526,0.6975318216982019
Firm 135,2018,254.0148317815967,23.806461713589883,0.13976474440420672,0.6680960278465121,628.76587851016,1.7052369652191222,0.7247470083413726,0.08554718999251475,0.9134311101018096
Firm 135,2019,232.08176256137102,41.36496124810343,0.8755338215183349,0.5484631150745127,706.0183447634478,0.6264177768548925,0.4111370810706761,0.7537765847978076,0.9070117726025642
